Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.03","Whey, condensed","2020","2020","tonnes","786240","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1961","1961","tonnes","40000","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1962","1962","tonnes","40000","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1963","1963","tonnes","40000","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1964","1964","tonnes","47000","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1965","1965","tonnes","52000","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1966","1966","tonnes","59000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1967","1967","tonnes","65000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1968","1968","tonnes","74000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1969","1969","tonnes","45000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1970","1970","tonnes","50000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1971","1971","tonnes","55000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1972","1972","tonnes","63000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1973","1973","tonnes","75000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1974","1974","tonnes","92681","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1975","1975","tonnes","90401","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1976","1976","tonnes","102029","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1977","1977","tonnes","99629","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1978","1978","tonnes","116439","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1979","1979","tonnes","118466","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1980","1980","tonnes","126666","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1981","1981","tonnes","131567","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1982","1982","tonnes","133119","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1983","1983","tonnes","140757","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1984","1984","tonnes","132876","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1985","1985","tonnes","137356","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1986","1986","tonnes","132716","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1987","1987","tonnes","135304","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1988","1988","tonnes","149431","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1989","1989","tonnes","148158","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1990","1990","tonnes","141342","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1991","1991","tonnes","146869","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1992","1992","tonnes","157423","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1993","1993","tonnes","146300","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1994","1994","tonnes","158100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1995","1995","tonnes","154000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1996","1996","tonnes","184700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1997","1997","tonnes","199200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1998","1998","tonnes","202700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","1999","1999","tonnes","196100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2000","2000","tonnes","227700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2001","2001","tonnes","235700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2002","2002","tonnes","249100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2003","2003","tonnes","275700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2004","2004","tonnes","294000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2005","2005","tonnes","355600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2006","2006","tonnes","344500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2007","2007","tonnes","357700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2008","2008","tonnes","361600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2009","2009","tonnes","340500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2010","2010","tonnes","368500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2011","2011","tonnes","371500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2012","2012","tonnes","371700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2013","2013","tonnes","348500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2014","2014","tonnes","388000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2015","2015","tonnes","400500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2016","2016","tonnes","359700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2017","2017","tonnes","345200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2018","2018","tonnes","422738.22","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2019","2019","tonnes","310170","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22130.02","Whey, dry","2020","2020","tonnes","317200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1961","1961","tonnes","31700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1962","1962","tonnes","33329","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1963","1963","tonnes","35036","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1964","1964","tonnes","38057","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1965","1965","tonnes","44583","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1966","1966","tonnes","43741","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1967","1967","tonnes","45911","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1968","1968","tonnes","53366","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1969","1969","tonnes","64475","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1970","1970","tonnes","76379","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1971","1971","tonnes","80901","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1972","1972","tonnes","88233","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1973","1973","tonnes","90982","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1974","1974","tonnes","61759","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1975","1975","tonnes","55589","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1976","1976","tonnes","54722","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1977","1977","tonnes","67326","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1978","1978","tonnes","87902","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1979","1979","tonnes","96603","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1980","1980","tonnes","127144","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1981","1981","tonnes","131407","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1982","1982","tonnes","133467","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1983","1983","tonnes","126701","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1984","1984","tonnes","137154","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1985","1985","tonnes","122745","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1986","1986","tonnes","120828","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1987","1987","tonnes","128601","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1988","1988","tonnes","154700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1989","1989","tonnes","173991","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1990","1990","tonnes","167900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1991","1991","tonnes","179797","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1992","1992","tonnes","179751","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1993","1993","tonnes","103227","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1994","1994","tonnes","94142","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1995","1995","tonnes","104482","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1996","1996","tonnes","84070","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1997","1997","tonnes","82140","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1998","1998","tonnes","88849","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","1999","1999","tonnes","83548","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2000","2000","tonnes","84300","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2001","2001","tonnes","82500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2002","2002","tonnes","72600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2003","2003","tonnes","73000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2004","2004","tonnes","75778","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2005","2005","tonnes","73200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2006","2006","tonnes","71500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2007","2007","tonnes","86200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2008","2008","tonnes","90400","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2009","2009","tonnes","79900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2010","2010","tonnes","84400","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2011","2011","tonnes","93900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2012","2012","tonnes","88200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2013","2013","tonnes","113800","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2014","2014","tonnes","116300","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2015","2015","tonnes","125700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2016","2016","tonnes","128000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2017","2017","tonnes","134800","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2018","2018","tonnes","96683.92","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2019","2019","tonnes","109836.71","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22211","Whole milk powder","2020","2020","tonnes","110618.03","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1967","1967","tonnes","3000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1968","1968","tonnes","5500","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1973","1973","tonnes","100","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1975","1975","tonnes","500","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1976","1976","tonnes","200","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1977","1977","tonnes","450","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1978","1978","tonnes","3450","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1979","1979","tonnes","2400","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1980","1980","tonnes","3900","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1981","1981","tonnes","4450","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1982","1982","tonnes","1100","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1983","1983","tonnes","200","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1984","1984","tonnes","1200","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1985","1985","tonnes","2330","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1986","1986","tonnes","2540","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1987","1987","tonnes","4900","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1988","1988","tonnes","6000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1990","1990","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1991","1991","tonnes","12000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1992","1992","tonnes","20000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1993","1993","tonnes","15000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1994","1994","tonnes","15000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1995","1995","tonnes","18000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1996","1996","tonnes","20400","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1997","1997","tonnes","34600","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1998","1998","tonnes","14250","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","1999","1999","tonnes","15386","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2000","2000","tonnes","17061","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2001","2001","tonnes","13712","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2002","2002","tonnes","14151","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2003","2003","tonnes","15453","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2004","2004","tonnes","15000","T","Unofficial figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2005","2005","tonnes","15400","T","Unofficial figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2006","2006","tonnes","16600","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2007","2007","tonnes","16600","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2008","2008","tonnes","30600","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2009","2009","tonnes","30000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2010","2010","tonnes","33000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2011","2011","tonnes","36000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2012","2012","tonnes","34000","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2013","2013","tonnes","34600","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2014","2014","tonnes","37084.01","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2015","2015","tonnes","37262.52","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2016","2016","tonnes","37957.04","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2017","2017","tonnes","37363.19","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2018","2018","tonnes","39708.5","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2019","2019","tonnes","325040","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22222.01","Whole milk, condensed","2020","2020","tonnes","323290","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1961","1961","tonnes","404947","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1962","1962","tonnes","439494","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1963","1963","tonnes","475173","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1964","1964","tonnes","482385","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1965","1965","tonnes","492804","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1966","1966","tonnes","479477","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1967","1967","tonnes","488502","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1968","1968","tonnes","485570","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1969","1969","tonnes","499371","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1970","1970","tonnes","501995","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1971","1971","tonnes","526420","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1972","1972","tonnes","520086","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1973","1973","tonnes","489766","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1974","1974","tonnes","541488","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1975","1975","tonnes","544828","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1976","1976","tonnes","547126","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1977","1977","tonnes","567857","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1978","1978","tonnes","571945","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1979","1979","tonnes","570878","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1980","1980","tonnes","583798","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1981","1981","tonnes","649471","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1982","1982","tonnes","640488","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1983","1983","tonnes","580469","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1984","1984","tonnes","593209","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1985","1985","tonnes","540568","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1986","1986","tonnes","502999","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1987","1987","tonnes","452453","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1988","1988","tonnes","536627","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1989","1989","tonnes","506313","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1990","1990","tonnes","472803","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1991","1991","tonnes","462157","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1992","1992","tonnes","413264","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1993","1993","tonnes","478450","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1994","1994","tonnes","499600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1995","1995","tonnes","516900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1996","1996","tonnes","516372","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1997","1997","tonnes","531633","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1998","1998","tonnes","451400","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","1999","1999","tonnes","465700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2000","2000","tonnes","475400","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2001","2001","tonnes","497600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2002","2002","tonnes","439600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2003","2003","tonnes","415700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2004","2004","tonnes","391000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2005","2005","tonnes","394900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2006","2006","tonnes","397500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2007","2007","tonnes","387200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2008","2008","tonnes","360500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2009","2009","tonnes","362000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2010","2010","tonnes","363500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2011","2011","tonnes","350700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2012","2012","tonnes","379200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2013","2013","tonnes","340300","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2014","2014","tonnes","364500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2015","2015","tonnes","349200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","22221.01","Whole milk, evaporated","2016","2016","tonnes","380150.43","I","Imputed value"
